"","binary","apply(traces, 1, rank)"
"3665","/usr/bin/mail.mailutils",160
"3674","/usr/bin/bwa",160
"3682","/usr/bin/bwa",160
"3692","/usr/bin/gobby-0.4",160
"3696","/usr/bin/jvocuhadju",160
"3704","/usr/bin/jvocuhadju",160
"3706","/usr/bin/jvocuhadju",160
"3720","/usr/bin/falrun",160
"3728","/usr/bin/polygraph-pgl-test",160
"3754","/usr/bin/idxmerge",160
"3762","/usr/bin/idxmerge",160
"3764","/usr/bin/idxmerge",160
"3767","/usr/bin/idxmerge",160
"3772","/usr/bin/gosmore",160
"3784","/usr/bin/gosmore",160
"3820","/usr/bin/sip-options",160
"3834","/usr/games/freesci",160
"3840","/usr/games/freesci",160
"3848","/usr/bin/xtermset",160
"3852","/usr/bin/grib_ls",160
"3864","/usr/bin/mtbl_dump",160
"3901","/usr/lib/xen-4.1/bin/xentrace_setmask",160
"3906","/usr/bin/errno",160
"3919","/usr/bin/ra-retrieve",160
"3931","/usr/bin/font2swf",160
"4008","/usr/bin/apoconv",160
"4012","/usr/bin/mkudffs",160
"4014","/usr/bin/mkudffs",160
"4016","/usr/bin/mkudffs",160
"4017","/usr/bin/mkudffs",160
"4029","/usr/bin/mirror-flip",160
"4072","/usr/bin/fyre",160
"4077","/usr/bin/lookbib",160
"4110","/usr/lib/xen-4.1/bin/xenctx",160
"4113","/usr/games/kball",160
"4137","/usr/bin/rblcheck",160
"4142","/usr/bin/rblcheck",160
"4145","/usr/bin/rblcheck",160
"4163","/usr/bin/aedesk",160
"4195","/usr/bin/snooper",160
"4201","/usr/lib/cdd-test/testlp1_gmp",160
"4202","/usr/lib/cdd-test/testlp1_gmp",160
"4203","/sbin/isnsc",160
"4241","/usr/bin/tgif",160
"4248","/usr/bin/tgif",160
"4251","/usr/bin/grib_list_keys",160
"4253","/usr/bin/xneur",160
"4256","/usr/bin/hxmkbib",160
"4269","/usr/bin/mp",160
"4276","/usr/lib/libatlas-test/xcasumtst",160
"4288","/usr/sbin/petitboot-twin",160
"4293","/usr/lib/xen-4.1/bin/xenbaked",160
"4303","/usr/bin/libtest",160
"4312","/usr/bin/bufrscan",160
"4314","/usr/bin/bufrscan",160
"4321","/usr/bin/rtlbrowse",160
"4324","/usr/bin/rtlbrowse",160
"4327","/usr/bin/qtdump",160
"4332","/usr/bin/wvgain",160
"4334","/usr/bin/wvgain",160
"4336","/usr/bin/wvgain",160
"4337","/usr/bin/wvgain",160
"4364","/usr/sbin/sshmitm",160
"4381","/usr/bin/slave1",160
"4391","/usr/bin/frm.mailutils",160
"4402","/usr/bin/maqindex_socks",160
"4408","/usr/lib/libatlas-test/xcaxpbytst",160
"4432","/usr/bin/c-icap-stretch",160
"4434","/usr/bin/rats",160
"4440","/usr/bin/splitkeys",160
"4443","/usr/bin/splitkeys",160
"4445","/usr/bin/splitkeys",160
"4446","/usr/bin/splitkeys",160
"4450","/usr/bin/opencc_dict",160
"4453","/usr/bin/opencc_dict",160
"4469","/usr/bin/gri-2.12.23",160
"4510","/usr/bin/dacs_acs",160
"4511","/usr/bin/funimage",160
"4514","/usr/bin/lqt_transcode",160
"4516","/usr/bin/lqt_transcode",160
"4517","/usr/bin/lqt_transcode",160
"4518","/usr/bin/lqt_transcode",160
"4553","/usr/bin/fenix-fxc",160
"4554","/usr/bin/fenix-fxc",160
"4555","/usr/bin/fenix-fxc",160
"4561","/usr/bin/juman",160
"4566","/usr/bin/cgcreate",160
"4578","/usr/games/ballz",160
"4582","/usr/bin/unpaper",160
"4583","/usr/bin/unpaper",160
"4595","/usr/bin/fcrackzipinfo",160
"4597","/usr/bin/extract_qual",160
"4608","/usr/bin/extract_qual",160
"4609","/usr/bin/extract_qual",160
"4613","/usr/bin/garmin_gpx",160
"4614","/usr/bin/garmin_gpx",160
"4666","/usr/bin/a+",160
"4667","/usr/bin/cyclist",160
"4687","/usr/sbin/argus_linux",160
"4689","/usr/sbin/argus_linux",160
"4691","/usr/bin/quakestat",160
"4715","/usr/bin/autogrid4",160
"4716","/usr/bin/autogrid4",160
"4717","/usr/bin/autogrid4",160
"4718","/usr/bin/autogrid4",160
"4726","/usr/lib/juman/makeint",160
"4733","/usr/bin/dasdisup",160
"4772","/usr/bin/mdb-array",160
"4786","/usr/bin/dvbstream",160
"4799","/usr/bin/faum-iso-to-cd",160
"4803","/usr/bin/faum-iso-to-cd",160
"4821","/usr/lib/voxbo/bin/vbsmooth",160
"4833","/usr/bin/intel_reg_dumper",160
"4836","/usr/bin/zapping_setup_fb",160
"4839","/usr/bin/chrpath",160
"4855","/usr/bin/tslmendian",160
"4856","/usr/bin/tslmendian",160
"4860","/usr/bin/grib_parser",160
"4862","/usr/bin/grib_parser",160
"4878","/usr/bin/nagircbot",160
"4888","/usr/bin/morseOSS",160
"4916","/usr/lib/uhd/tests/error_test",160
"48","/usr/bin/pbyacc",150
"49","/usr/bin/pbyacc",150
"50","/usr/bin/pbyacc",150
"52","/usr/bin/pbyacc",150
"541","/usr/bin/matc",150
"649","/usr/lib/i386-linux-gnu/mlterm/mlterm-zoom",150
"769","/usr/bin/gophfilt",150
"818","/usr/bin/wmnut",150
"819","/usr/bin/wmnut",150
"820","/usr/bin/wmnut",150
"857","/usr/bin/pmake",150
"963","/usr/sbin/ftp-proxy",150
"964","/usr/sbin/ftp-proxy",150
"965","/usr/sbin/ftp-proxy",150
"966","/usr/sbin/ftp-proxy",150
"969","/usr/sbin/ftp-proxy",150
"970","/usr/sbin/ftp-proxy",150
"971","/usr/sbin/ftp-proxy",150
"974","/usr/sbin/ftp-proxy",150
"975","/usr/sbin/ftp-proxy",150
"1043","/usr/bin/archive_server",150
"1047","/usr/bin/archive_server",150
"1058","/usr/sbin/anubis",150
"1059","/usr/sbin/anubis",150
"1060","/usr/sbin/anubis",150
"1061","/usr/sbin/anubis",150
"1432","/usr/bin/stunc",150
"1433","/usr/bin/stunc",150
"1434","/usr/bin/stunc",150
"1435","/usr/bin/stunc",150
"1436","/usr/bin/stunc",150
"1437","/usr/bin/stunc",150
"1439","/usr/bin/stunc",150
"1821","/usr/bin/nrss",150
"1853","/usr/bin/vde_autolink",150
"1854","/usr/bin/vde_autolink",150
"1855","/usr/bin/vde_autolink",150
"1913","/usr/bin/pnscan",150
"1914","/usr/bin/pnscan",150
"1915","/usr/bin/pnscan",150
"1916","/usr/bin/pnscan",150
"1917","/usr/bin/pnscan",150
"1918","/usr/bin/pnscan",150
"1919","/usr/bin/pnscan",150
"1920","/usr/bin/pnscan",150
"1921","/usr/bin/pnscan",150
"1922","/usr/bin/pnscan",150
"1923","/usr/bin/pnscan",150
"1924","/usr/bin/pnscan",150
"2084","/usr/bin/sockstat",150
"2307","/usr/bin/ample",150
"2308","/usr/bin/ample",150
"2309","/usr/bin/ample",150
"2310","/usr/bin/ample",150
"2311","/usr/bin/ample",150
"2312","/usr/bin/ample",150
"2343","/usr/lib/cssc/unget",150
"2344","/usr/lib/cssc/unget",150
"2346","/usr/lib/cssc/unget",150
"2708","/usr/sbin/partimaged",150
"2710","/usr/sbin/partimaged",150
"2809","/usr/sbin/sredird",150
"2810","/usr/sbin/sredird",150
"2811","/usr/sbin/sredird",150
"2812","/usr/sbin/sredird",150
"2813","/usr/sbin/sredird",150
"2814","/usr/sbin/sredird",150
"2815","/usr/sbin/sredird",150
"2816","/usr/sbin/sredird",150
"2893","/usr/bin/ucspi-proxy-http-xlate",150
"2894","/usr/bin/ucspi-proxy-http-xlate",150
"2988","/usr/bin/shntool",150
"2989","/usr/bin/shntool",150
"2990","/usr/bin/shntool",150
"2991","/usr/bin/shntool",150
"2992","/usr/bin/shntool",150
"2993","/usr/bin/shntool",150
"2994","/usr/bin/shntool",150
"2995","/usr/bin/shntool",150
"2996","/usr/bin/shntool",150
"3123","/usr/bin/floppyd_installtest",150
"3124","/usr/bin/floppyd_installtest",150
"3125","/usr/bin/floppyd_installtest",150
"3475","/usr/bin/xine-remote",150
"3478","/usr/bin/xine-remote",150
"3479","/usr/bin/xine-remote",150
"3887","/usr/bin/nccnav",150
"3890","/usr/bin/nccnav",150
"3894","/usr/bin/nccnav",150
"3895","/usr/bin/nccnav",150
"3896","/usr/bin/nccnav",150
"3897","/usr/bin/nccnav",150
"3898","/usr/bin/nccnav",150
"4433","/usr/bin/c-icap-stretch",150
"4685","/usr/sbin/argus_linux",150
"4694","/usr/bin/quakestat",150
"4696","/usr/bin/quakestat",150
"4697","/usr/bin/quakestat",150
"4698","/usr/bin/quakestat",150
"4700","/usr/bin/quakestat",150
"4701","/usr/bin/quakestat",150
"4702","/usr/bin/quakestat",150
"4922","/usr/bin/commit_agent",150
"137","/usr/bin/h5import",110
"741","/usr/bin/gbsinfo",110
"742","/usr/bin/gbsinfo",110
"832","/usr/bin/rgb2pat",110
"833","/usr/bin/rgb2pat",110
"837","/usr/bin/rgb2pat",110
"839","/usr/bin/rgb2pat",110
"840","/usr/bin/rgb2pat",110
"842","/usr/bin/rgb2pat",110
"909","/usr/lib/stardict-tools/i2e2dict",110
"947","/usr/lib/samtools/maq2sam-long",110
"949","/usr/lib/samtools/maq2sam-long",110
"950","/usr/lib/samtools/maq2sam-long",110
"1007","/usr/bin/ymplayer",110
"1024","/usr/bin/ymplayer",110
"1235","/usr/bin/hatari-winuae",110
"1238","/usr/bin/hatari-winuae",110
"1240","/usr/bin/hatari-winuae",110
"1244","/usr/bin/hatari-winuae",110
"1373","/usr/bin/ntdpal",110
"1380","/usr/bin/ntdpal",110
"1381","/usr/bin/PerseusD",110
"1387","/usr/bin/PerseusD",110
"1538","/usr/bin/xa",110
"1543","/usr/bin/xa",110
"1546","/usr/bin/xa",110
"1572","/usr/lib/tigr-glimmer/build-icm",110
"1574","/usr/lib/tigr-glimmer/build-icm",110
"1889","/usr/bin/M2VRequantiser",110
"1908","/usr/bin/multitee",110
"2414","/usr/bin/formed",110
"2419","/usr/bin/formed",110
"2537","/usr/bin/gpstrip",110
"2642","/usr/bin/fteqcc",110
"2645","/usr/bin/fteqcc",110
"2672","/usr/bin/csdp-complement",110
"2673","/usr/bin/csdp-complement",110
"2686","/usr/bin/gcov-4.6",110
"2687","/usr/bin/gcov-4.6",110
"2735","/usr/games/cfsndserv_alsa9",110
"2776","/usr/bin/RNAeffective",110
"2780","/usr/bin/RNAeffective",110
"2781","/usr/bin/RNAeffective",110
"2875","/usr/bin/Perseus",110
"3320","/usr/bin/gpvo",110
"3325","/usr/bin/gpvo",110
"3671","/usr/bin/bwa",110
"3677","/usr/bin/bwa",110
"3879","/usr/bin/smujajgau",110
"4066","/usr/bin/x86dis",110
"4460","/usr/bin/coldfire",110
"4461","/usr/bin/coldfire",110
"4462","/usr/bin/coldfire",110
"4523","/usr/lib/gwaei/kpengine",110
"4866","/usr/games/cfsndserv",110
"4889","/usr/bin/hatari",110
"4891","/usr/bin/hatari",110
"4892","/usr/bin/hatari",110
"138","/usr/bin/h5import",100
"139","/usr/bin/h5import",100
"140","/usr/bin/h5import",100
"141","/usr/bin/h5import",100
"142","/usr/bin/h5import",100
"143","/usr/bin/h5import",100
"144","/usr/bin/h5import",100
"145","/usr/bin/h5import",100
"146","/usr/bin/h5import",100
"248","/usr/bin/cfftot1",100
"305","/usr/bin/hocr",100
"306","/usr/bin/hocr",100
"311","/usr/bin/hocr",100
"313","/usr/bin/hocr",100
"317","/usr/bin/hocr",100
"318","/usr/bin/hocr",100
"322","/usr/bin/hocr",100
"338","/usr/bin/dpxdic",100
"342","/usr/bin/dpxdic",100
"345","/usr/bin/dpxdic",100
"347","/usr/bin/dpxdic",100
"348","/usr/bin/dpxdic",100
"349","/usr/bin/dpxdic",100
"350","/usr/bin/dpxdic",100
"352","/usr/bin/dpxdic",100
"612","/usr/bin/adplay",100
"613","/usr/bin/adplay",100
"614","/usr/bin/adplay",100
"666","/usr/lib/ksplice-objmanip",100
"667","/usr/lib/ksplice-objmanip",100
"668","/usr/lib/ksplice-objmanip",100
"669","/usr/lib/ksplice-objmanip",100
"670","/usr/lib/ksplice-objmanip",100
"671","/usr/lib/ksplice-objmanip",100
"672","/usr/lib/ksplice-objmanip",100
"807","/usr/games/jumpnbump",100
"825","/usr/lib/ksplice-kernel-utsname",100
"827","/usr/lib/ksplice-kernel-utsname",100
"828","/usr/lib/ksplice-kernel-utsname",100
"829","/usr/lib/ksplice-kernel-utsname",100
"830","/usr/lib/ksplice-kernel-utsname",100
"831","/usr/lib/ksplice-kernel-utsname",100
"835","/usr/bin/rgb2pat",100
"841","/usr/bin/rgb2pat",100
"910","/usr/lib/stardict-tools/i2e2dict",100
"911","/usr/lib/stardict-tools/i2e2dict",100
"948","/usr/lib/samtools/maq2sam-long",100
"956","/usr/bin/csdp-theta",100
"957","/usr/bin/csdp-theta",100
"1023","/usr/bin/ymplayer",100
"1121","/usr/bin/fst-compare",100
"1132","/usr/bin/t1dotlessj",100
"1146","/usr/sbin/dump-utmp",100
"1148","/usr/sbin/dump-utmp",100
"1149","/usr/sbin/dump-utmp",100
"1150","/usr/sbin/dump-utmp",100
"1151","/usr/sbin/dump-utmp",100
"1188","/usr/bin/xppaut",100
"1236","/usr/bin/hatari-winuae",100
"1237","/usr/bin/hatari-winuae",100
"1239","/usr/bin/hatari-winuae",100
"1241","/usr/bin/hatari-winuae",100
"1242","/usr/bin/hatari-winuae",100
"1243","/usr/bin/hatari-winuae",100
"1274","/usr/bin/atisplit",100
"1281","/usr/bin/atisplit",100
"1284","/usr/bin/atisplit",100
"1374","/usr/bin/ntdpal",100
"1375","/usr/bin/ntdpal",100
"1376","/usr/bin/ntdpal",100
"1377","/usr/bin/ntdpal",100
"1378","/usr/bin/ntdpal",100
"1379","/usr/bin/ntdpal",100
"1385","/usr/bin/PerseusD",100
"1386","/usr/bin/PerseusD",100
"1388","/usr/bin/PerseusD",100
"1539","/usr/bin/xa",100
"1541","/usr/bin/xa",100
"1542","/usr/bin/xa",100
"1544","/usr/bin/xa",100
"1545","/usr/bin/xa",100
"1547","/usr/bin/xa",100
"1548","/usr/bin/xa",100
"1549","/usr/bin/xa",100
"1575","/usr/lib/tigr-glimmer/build-icm",100
"1692","/usr/bin/fst-compact",100
"1800","/usr/bin/redis-check-dump",100
"1807","/usr/bin/redis-check-dump",100
"1808","/usr/bin/redis-check-dump",100
"1814","/usr/bin/redis-check-dump",100
"1851","/usr/bin/makebin",100
"2034","/usr/bin/ttftotype42",100
"2101","/usr/lib/libatlas-test/xcaxpby",100
"2103","/usr/lib/libatlas-test/xcaxpby",100
"2230","/usr/bin/xview_msgfmt",100
"2234","/usr/bin/xview_msgfmt",100
"2339","/usr/bin/fastx_quality_stats",100
"2340","/usr/bin/fastx_quality_stats",100
"2341","/usr/bin/fastx_quality_stats",100
"2342","/usr/bin/fastx_quality_stats",100
"2357","/usr/lib/tigr-glimmer/build-fixed",100
"2406","/usr/bin/xpenguins",100
"2407","/usr/bin/xpenguins",100
"2410","/usr/bin/xpenguins",100
"2416","/usr/bin/formed",100
"2417","/usr/bin/formed",100
"2420","/usr/bin/formed",100
"2445","/usr/bin/binhex",100
"2449","/usr/bin/binhex",100
"2773","/usr/bin/svm-scale",100
"2774","/usr/bin/svm-scale",100
"2775","/usr/bin/svm-scale",100
"2784","/usr/bin/RNAeffective",100
"2832","/usr/bin/sweepgen",100
"2860","/usr/bin/lo10k1.bin",100
"2873","/usr/bin/Perseus",100
"2878","/usr/bin/Perseus",100
"3045","/usr/bin/auconvert",100
"3048","/usr/bin/auconvert",100
"3085","/usr/bin/attr",100
"3144","/usr/bin/mmpfb",100
"3149","/usr/bin/mmpfb",100
"3204","/usr/bin/rafind2",100
"3608","/usr/bin/bochs-bin",100
"3653","/usr/bin/fastx_clipper",100
"3654","/usr/bin/fastx_clipper",100
"3662","/usr/bin/dzen2",100
"3729","/usr/lib/libatlas-test/xcasum",100
"3731","/usr/lib/libatlas-test/xcasum",100
"3732","/usr/lib/libatlas-test/xcasum",100
"3849","/usr/bin/grib_ls",100
"3872","/usr/lib/ksplice-inspect",100
"3873","/usr/lib/ksplice-inspect",100
"3874","/usr/lib/ksplice-inspect",100
"3875","/usr/lib/ksplice-inspect",100
"3876","/usr/lib/ksplice-inspect",100
"3877","/usr/lib/ksplice-inspect",100
"3878","/usr/lib/ksplice-inspect",100
"3880","/usr/bin/smujajgau",100
"3996","/usr/bin/mdiff",100
"3997","/usr/bin/mdiff",100
"3998","/usr/bin/mdiff",100
"3999","/usr/bin/mdiff",100
"4011","/usr/bin/apoconv",100
"4047","/usr/bin/drr",100
"4054","/usr/bin/maxcut",100
"4055","/usr/bin/maxcut",100
"4063","/usr/bin/x86dis",100
"4064","/usr/bin/x86dis",100
"4345","/usr/bin/rt-migrate-test",100
"4347","/usr/bin/rt-migrate-test",100
"4348","/usr/bin/rt-migrate-test",100
"4407","/usr/lib/libatlas-test/xcaxpbytst",100
"4527","/usr/lib/gwaei/kpengine",100
"4529","/usr/lib/gwaei/kpengine",100
"4592","/usr/lib/gap/pkg/guava/bin/i486-pc-linux-gnu-i486-linux-gnu-gcc/minimum-weight",100
"4594","/usr/lib/gap/pkg/guava/bin/i486-pc-linux-gnu-i486-linux-gnu-gcc/minimum-weight",100
"4616","/usr/bin/pngcp",100
"4617","/usr/bin/pngcp",100
"4663","/usr/bin/macro1",100
"4664","/usr/bin/macro1",100
"4707","/usr/bin/macro7",100
"4709","/usr/bin/macro7",100
"4722","/usr/bin/fst-generate",100
"4723","/usr/bin/fst-generate",100
"4727","/usr/bin/pmidi",100
"4800","/usr/bin/faum-iso-to-cd",100
"4802","/usr/bin/faum-iso-to-cd",100
"4805","/usr/bin/faum-iso-to-cd",100
"4890","/usr/bin/hatari",100
"4893","/usr/bin/hatari",100
"4894","/usr/bin/hatari",100
"4895","/usr/bin/hatari",100
"4896","/usr/bin/hatari",100
"4897","/usr/bin/hatari",100
"2","/usr/bin/mkbkv2hjvf",10
"3","/usr/bin/fax2tiff",10
"6","/usr/bin/instant",10
"16","/usr/bin/fdtdump",10
"22","/usr/bin/morseALSA",10
"27","/usr/lib/psi/detcasman",10
"28","/usr/lib/psi/detcasman",10
"29","/usr/lib/psi/detcasman",10
"30","/usr/lib/psi/detcasman",10
"31","/usr/lib/psi/detcasman",10
"35","/usr/lib/psi/detcasman",10
"36","/usr/bin/bincat",10
"44","/usr/bin/bincat",10
"45","/usr/bin/bincat",10
"64","/usr/bin/epa-tr-stat",10
"65","/usr/bin/epa-tr-stat",10
"73","/usr/lib/mrtrix/bin/import_tracks",10
"76","/usr/bin/fitshdr",10
"82","/usr/bin/ccxxmake",10
"87","/usr/bin/tack",10
"88","/usr/bin/ionadmin",10
"94","/usr/bin/sordi",10
"105","/usr/bin/gifasm",10
"108","/usr/bin/gplink",10
"109","/usr/bin/gplink",10
"110","/usr/bin/symphony",10
"113","/usr/bin/setupnash",10
"117","/usr/bin/setupnash",10
"119","/usr/bin/setupnash",10
"124","/usr/bin/hime-tsin2gtab-phrase",10
"129","/usr/bin/discogrok",10
"135","/usr/bin/roarclientpass",10
"147","/usr/bin/mpic++.lam",10
"149","/usr/bin/iksroster",10
"150","/usr/bin/iksroster",10
"154","/usr/bin/iksroster",10
"171","/usr/bin/gpiv_scale",10
"181","/usr/lib/openafs/ptserver",10
"189","/usr/lib/openafs/ptserver",10
"193","/usr/bin/pvfmix",10
"197","/usr/sbin/xl2tpd-control",10
"198","/usr/bin/analyzer",10
"199","/usr/bin/afs_compile_et",10
"211","/usr/bin/pcmanx",10
"212","/usr/bin/lim_test",10
"214","/usr/bin/reloc65",10
"221","/usr/bin/png2swf",10
"224","/usr/bin/png2swf",10
"238","/usr/bin/rec2csv",10
"239","/usr/bin/ldns-notify",10
"241","/usr/bin/cfftot1",10
"245","/usr/bin/cfftot1",10
"250","/usr/lib/squid/ip_user_check",10
"257","/usr/bin/gifclrmp",10
"268","/usr/bin/jack_midi_latency_test",10
"274","/usr/bin/acsadmin",10
"278","/usr/bin/acsadmin",10
"281","/usr/bin/gpsbabel",10
"302","/usr/lib/mafft/lib/mafft/f2cl",10
"324","/usr/bin/xjobs",10
"325","/usr/bin/xjobs",10
"326","/usr/bin/xjobs",10
"328","/usr/bin/xjobs",10
"332","/usr/bin/ml_count",10
"334","/usr/bin/ml_count",10
"363","/bin/serdo",10
"375","/usr/bin/wmrack",10
"378","/usr/bin/ldns-zcat",10
"380","/usr/bin/dvdauthor",10
"399","/usr/bin/hnb",10
"402","/usr/bin/hnb",10
"411","/usr/lib/psi/nonbonded",10
"426","/usr/bin/root-tail",10
"435","/usr/bin/perl5i",10
"441","/usr/bin/recfmt",10
"446","/usr/bin/ptm_img",10
"448","/usr/bin/earthtrack",10
"449","/usr/bin/earthtrack",10
"450","/usr/bin/earthtrack",10
"451","/usr/games/liquidwar-mapgen",10
"459","/usr/games/liquidwar-mapgen",10
"461","/usr/games/billard-gl",10
"466","/usr/games/billard-gl",10
"468","/usr/bin/freehdl-v2cc",10
"472","/usr/bin/freehdl-v2cc",10
"473","/usr/bin/ripole",10
"493","/usr/bin/gribscan",10
"507","/usr/bin/extract_fastq",10
"508","/usr/bin/ccontrol",10
"519","/usr/lib/emacs/23.4/i486-linux-gnu/fakemail",10
"521","/usr/bin/jack_test",10
"526","/usr/bin/morseLinux",10
"530","/usr/bin/ftpcopy",10
"542","/usr/lib/hobbit/server/bin/hobbit-statusreport.cgi",10
"543","/usr/bin/asfxload",10
"555","/usr/bin/wcat",10
"561","/usr/bin/make-gnome-freecell-board",10
"563","/usr/bin/get_comment",10
"565","/usr/bin/bamg",10
"569","/usr/bin/bamg",10
"571","/usr/bin/bamg",10
"572","/usr/bin/bamg",10
"573","/usr/bin/bamg",10
"574","/usr/bin/bamg",10
"575","/usr/bin/bamg",10
"588","/usr/bin/PSVIWriter",10
"591","/usr/bin/wmppp",10
"596","/usr/bin/wmppp",10
"611","/usr/bin/adplay",10
"615","/usr/bin/cntraining",10
"616","/usr/bin/cntraining",10
"617","/usr/bin/cntraining",10
"618","/usr/bin/cntraining",10
"623","/usr/bin/cxref",10
"646","/usr/bin/m2e",10
"652","/usr/bin/ncdump",10
"659","/usr/bin/ncdump",10
"663","/usr/bin/ncdump",10
"664","/usr/lib/ksplice-objmanip",10
"665","/usr/lib/ksplice-objmanip",10
"673","/usr/lib/mapnik/2.0/input/osm.input",10
"674","/usr/bin/minccopy",10
"677","/usr/bin/Xvnc4",10
"689","/usr/bin/pair_align",10
"695","/usr/bin/rumor",10
"697","/usr/lib/gridengine/getservbyname",10
"701","/usr/bin/c-icap-mkbdb",10
"703","/usr/bin/vtkWrapJava",10
"708","/usr/games/xmj",10
"712","/usr/lib/openafs/davolserver",10
"727","/usr/bin/fusefat",10
"729","/usr/bin/nlanr-tr-stat",10
"730","/usr/bin/nlanr-tr-stat",10
"732","/usr/bin/tzap",10
"737","/usr/lib/gmt/bin/x_edit",10
"738","/usr/bin/muroard",10
"740","/usr/bin/muroard",10
"754","/usr/bin/bpadmin",10
"758","/usr/bin/vtkWrapPython",10
"762","/usr/lib/libraw/unprocessed_raw",10
"764","/usr/bin/gophfilt",10
"765","/usr/bin/gophfilt",10
"768","/usr/bin/gophfilt",10
"770","/usr/lib/mlv-smile/bin/e-smile_against",10
"774","/usr/lib/mlv-smile/bin/e-smile_against",10
"775","/usr/bin/oggJoin",10
"778","/usr/bin/oggJoin",10
"781","/usr/bin/njb-tagtr",10
"786","/usr/bin/dawgdic-find",10
"797","/usr/bin/faad",10
"800","/usr/bin/faad",10
"804","/usr/bin/faad",10
"811","/usr/bin/unadf",10
"814","/usr/bin/unadf",10
"815","/usr/bin/unadf",10
"816","/usr/bin/bitmap2component",10
"821","/usr/bin/dssi_osc_send",10
"824","/usr/lib/ksplice-kernel-utsname",10
"826","/usr/lib/ksplice-kernel-utsname",10
"843","/usr/bin/liblinear-predict",10
"847","/usr/bin/gpiv_s-avg",10
"860","/usr/bin/ldrdf",10
"879","/usr/bin/garmin_gchart",10
"881","/usr/bin/garmin_gchart",10
"882","/usr/bin/achilles",10
"894","/usr/bin/indi_setprop",10
"897","/usr/bin/curves",10
"899","/usr/bin/curves",10
"901","/usr/bin/curves",10
"903","/usr/bin/curves",10
"906","/usr/bin/curves",10
"908","/usr/bin/dav",10
"912","/usr/bin/ldns-update",10
"915","/usr/bin/tetradraw",10
"916","/usr/bin/getdefs",10
"922","/usr/lib/ripperx/ripperX_plugin-toolame",10
"923","/usr/bin/wordlist2dawg",10
"926","/usr/bin/oligotm",10
"933","/usr/bin/icctrans",10
"936","/usr/bin/image_to_j2k",10
"944","/usr/bin/ebfont",10
"946","/usr/lib/mapnik/2.0/input/gdal.input",10
"959","/usr/lib/stardict-tools/fest2dict",10
"960","/usr/lib/stardict-tools/fest2dict",10
"978","/usr/bin/sbrsh",10
"981","/usr/bin/sbrsh",10
"982","/usr/bin/sbrsh",10
"983","/usr/bin/sbrsh",10
"985","/usr/bin/sbrsh",10
"987","/usr/bin/sbrsh",10
"991","/usr/bin/sbrsh",10
"1000","/usr/bin/xapian-chert-update",10
"1003","/usr/games/xteddy",10
"1028","/usr/sbin/ccs_tool",10
"1031","/usr/bin/mpicc.lam",10
"1038","/usr/bin/vdltodmx",10
"1040","/usr/bin/archive_server",10
"1044","/usr/bin/archive_server",10
"1045","/usr/bin/archive_server",10
"1050","/usr/bin/archive_server",10
"1051","/usr/sbin/nfsidmap",10
"1063","/usr/bin/pgn2web",10
"1068","/usr/bin/pgn2web",10
"1069","/usr/bin/pgn2web",10
"1070","/usr/bin/txt2ihex",10
"1073","/usr/bin/txt2ihex",10
"1074","/usr/bin/tslmpack",10
"1075","/usr/bin/clif",10
"1081","/usr/bin/clif",10
"1082","/usr/bin/clif",10
"1083","/usr/bin/clif",10
"1084","/usr/bin/clif",10
"1087","/usr/bin/clif",10
"1090","/usr/bin/clif",10
"1091","/usr/bin/clif",10
"1097","/usr/bin/clif",10
"1098","/usr/bin/pcapreport",10
"1100","/usr/bin/pcapreport",10
"1102","/usr/bin/pcapreport",10
"1105","/usr/bin/setupThePEG",10
"1108","/usr/bin/setupThePEG",10
"1109","/usr/bin/fluxbox-update_configs",10
"1126","/usr/bin/t1dotlessj",10
"1129","/usr/bin/t1dotlessj",10
"1136","/usr/bin/t1dotlessj",10
"1160","/usr/bin/runThePEG",10
"1162","/usr/bin/runThePEG",10
"1164","/usr/sbin/arpwatch",10
"1169","/usr/sbin/arpwatch",10
"1171","/usr/bin/gozilla",10
"1186","/usr/bin/xppaut",10
"1197","/usr/bin/jackeq",10
"1198","/usr/bin/viewfax",10
"1203","/usr/bin/symlinks",10
"1207","/usr/bin/symlinks",10
"1211","/usr/sbin/upnpd",10
"1216","/usr/bin/spim",10
"1222","/usr/sbin/shield-purge",10
"1230","/usr/lib/ants/Atropos",10
"1248","/usr/bin/robot-pmaptest",10
"1251","/usr/bin/glrad",10
"1263","/usr/lib/gap/pkg/guava/bin/i486-pc-linux-gnu-i486-linux-gnu-gcc/leonconv",10
"1301","/usr/bin/extract_seq",10
"1302","/usr/bin/asmail",10
"1303","/usr/bin/rawtmp",10
"1315","/usr/bin/slmthread",10
"1317","/usr/bin/slmthread",10
"1320","/usr/lib/lbdb/fetchaddr",10
"1321","/usr/lib/lbdb/fetchaddr",10
"1329","/usr/lib/lbdb/fetchaddr",10
"1330","/usr/lib/mapnik/2.0/input/raster.input",10
"1331","/usr/bin/probcons",10
"1336","/usr/bin/svm-predict",10
"1345","/usr/sbin/icinga",10
"1346","/usr/sbin/icinga",10
"1351","/usr/sbin/icinga",10
"1352","/usr/bin/ts_packet_insert",10
"1357","/usr/lib/libraw/4channels",10
"1359","/usr/bin/cvsps",10
"1389","/usr/bin/PerseusD",10
"1393","/usr/bin/skyeye",10
"1403","/usr/bin/fastdep",10
